text,label
病毒與細菌無孔不入、現在佬天爺發現病毒會從廁所的馬桶經由我們的屁股進入身體.所以佬天爺建議每二個禮拜可以倒30 CC的黑醋到馬桶裡面停留20到30分在沖馬桶可以殺菌,1
請問，Fb如果留言bff變綠色代表是安全，黑色代表被入侵是真的嗎？,1
老人是新冠病毒的高危人群，意大利把65岁以上的老年人都抓了关起来。现实很残酷！,1
另一种說法是蛋擺太久了，即不是很新鲜，煮出來蛋黄外面就会有一圈黑的，旅行时吃包肥早餐的水煮蛋幾乎都是這樣的，但家裡煮的蛋就不会。,1
"80歲了還像棒小夥，鍾南山院士首次公開養生秘笈
鍾南山，1936年10月出生，福建廈門人，生於南京。出身醫學世家，呼吸病學專家。1960年畢業於北京醫學院（今北京大學醫學部），2007年獲英國愛丁堡大學榮譽博士。中國工程院院士，教授、博士生導師。2003年抗擊“非典”先進人物。
曾任中華醫學會會長、廣州呼吸疾病研究所所長、廣州市科協主席、廣東省科協副主席等職。主要從事高氧/低氧與肺循環關係研究。首批國家級有突出貢獻專家，先後擔任中華醫學會呼吸分會主任委員，聯合國世界衛生組織吸煙與健康醫學顧問，國際胸科學會特別會員，亞太地區執委會理事。
2016年6月，中國工程院院士、著名呼吸病學專家鍾南山榮膺第十一屆光華工程科技成就獎。
鍾南山院士表明，雖然多項研究表明人的自然壽命能達到100歲以上，但因為種種原因，大多數人都活不到這個歲數。
他表示，人體健康有五大決定因素：父母遺傳占15%，社會環境占10%，自然環境占7%，醫療條件占8%，而生活方式占60%，幾乎起了決定作用。
鍾南山院士首次公開「養生經」，早看你就早賺了！
很少談及自己養生訣竅的鍾南山，近日在廣東職工大講堂上作「最好的醫生是自己」主題講座，以下是內容摘要，看完就賺了！

▌1、生活作息

不熬夜，晚上11：00之前睡覺。早上7：00起床。中午小睡半小時。

▌2、飲食要做到：皇帝的早餐，大臣的中餐，叫花子的晚餐

按照很多健康專家的宣導應該是「早餐吃飽、午飯吃好、晚飯吃少」。但現實中很多白領、上班一族卻恰恰是「早飯不吃，午飯湊合，晚飯撐個飽」。長期不吃早餐容易得膽囊炎，午飯不按時吃容易得胃病。不挑食，不抽煙，不喝酒。每餐一定要多吃蔬菜。

▌3、全世界最不好的習慣是抽煙

抽煙的人，氣管炎，肺氣腫或者肺心病，最後肺癌，這是死亡三部曲。

▌4、喝醉一次酒，等於得一次急性肝炎

世界衛生組織提出六種最不健康的生活方式：第一是吸煙，第二是酗酒。

▌5、請大家記住一個原則

吃植物性的東西，一定要占80%，動物性的東西只能占20%。我們現在相反了，所以很多病都來了，肥胖也來了，糖尿病也來了，痛風也來了。人過了30歲，體質逐漸下降，加上工作壓力和環境因素，很容易出現易疲勞、睡眠品質不好、男性性功能低下、體質虛弱等亞健康問題，如果有條件的話，可以通過滋補調理來解決這些問題。人參和鹿茸都是熱性的，容易上火。最好的滋補藥材是冬蟲夏草，無毒，陰陽雙補。

▌6、輕傷就要下火線

我真心地希望每一個人都要珍惜自己的健康，早防早治，輕傷就要下火線。

▌7、人不是老死的，不是病死的，是氣死的

健康的一半是心理健康，疾病的一半是心理疾病。所以人一定不要當情緒的俘虜，而要做情緒的主人；一定要去駕馭情緒，不要讓情緒駕馭你。記住情緒是人們健康的指揮棒，至關重要。

生活中的三種「快樂」，我們要時刻牢記：知足常樂、自得其樂、助人為樂。
 
▌8、家庭不和睦，人就會生病

有的家庭小吵天天有，大吵三六九。要知道人的疾病70%來自家庭，人的癌症50%來自家庭。離婚人士、喪偶人士壽命偏短，這個有科學依據。

那怎麼樣讓家庭和睦，這是一門學問，必須解決四個問題：

第一要尊敬老人；

第二要教育好子女；

第三要處理好婆媳關係；

第四，這條尤其重要，夫妻要恩愛，這是核心。

夫妻要做到八互原則：互敬、互愛、互信、互幫、互慰、互勉、互讓、互諒。

▌9、走路是非常好的鍛煉方式

人很容易「死在嘴上，懶在腿上」。要堅持每天鍛煉半個小時到一個小時，鍛煉內容可以採取最簡單的辦法：「走」，光走路就行了，這是最簡單、最經濟、最有效的辦法。

體質上升期（0~28歲）：要參加體育鍛煉，羽毛球、乒乓球、馬拉松、游泳等活動我都非常贊成；

體質下降期（28~49歲）：就不要參加競技運動了，進行體質鍛煉；

到老年體質衰退期（49歲後）：就要進行功能鍛煉，保持功能正常。

他同時表示，最推薦的運動是快速步行（>120步/分）、游泳。年長者適合練太極。

▌10、男人要做到12個「一」

男人是家的頂樑柱，承受著更重的壓力，在健康方面更加「粗枝大葉」，平均壽命要比女性少2~3歲。

男同胞們每天要儘量做到下面12個「一」：

每週吃一次魚，每天一個番茄，常喝一杯綠茶，每天一把核桃，少抽一支煙，每天一瓶白開水，每天一個蘋果，白酒不超一兩，常喝一杯優酪乳，每天一根香蕉，多一些微笑，多一點運動。

總結一下：想要長壽，必須每天健康生活，及要做到8個方面：

1、一定要吃好3頓飯；

2、一定要睡好8小時覺；

3、每天堅持運動半個小時；

4、每天要笑，身心健康；

5、每天一定要大便，排出毒素；

6、一定要家庭和睦；

7、不吸煙，不酗酒，每天健走；

8、注意滋補身體，提高免疫力。

健康要從每一天開始，每天健康，就一生健康。一定要記住這幾句話：「能吃能喝不健康，會吃會喝才健康，胡吃胡喝要遭殃。」

用肚子吃飯求溫飽，用嘴巴吃飯講享受，用腦子吃飯保健康。

珍惜生命，從現在開始養成良好的習慣吧！
",1
"親愛的大家:
(red check mark)目前市面上口罩缺貨。
政府與廠商配合正在趕工，2月會出來第一批，是給醫院診所，再來生產的是給民眾的。
(red check mark)酒精也缺貨。
此病毒最怕酒精。

From聯合診所護士
鄒依珊(我的女兒)",1
"THC係大麻成份, 因為連加拿大都合法化, 所以連小朋友嘅糖果同零食都可以有, 千萬不要買給小朋友吃呀。


今天開始加拿大大麻合法化。以後糖果，飲料上有THC，Cannibis（大麻成分）等字樣的，千萬不要給小孩吃，萬聖節要糖🍬節即將到來，一定要注意注意⚠⚠ 

請告訴你們身邊的朋友們！🙅🏼♀🙅🏼♀🙅🏼♀


可口可樂就是其中之一。
健康飲料中添加不刺激中樞神經的大麻二酚（cannabidiol）成份正在成為趨勢，可口可樂表示正在關注。
它還透露，正在跟一家有許可證的加拿大廠商奧羅拉大麻Aurora Cannabis洽談合作研發添加大麻的飲料。
擁有啤酒品牌科羅娜（Corona）的公司Constellation Brands也在跟Canopy Growth公司洽談，討論如何抓住大麻需求的增長機會，推出不含酒精的大麻類飲料大賺一筆。
不少其他獲得生產許可的上市公司和Canopy和Aurora一樣, 在大麻合法前就開始建新廠房，擴大生產，為大麻解禁後的市場熱潮做凖備。",1
"中山三院医生提醒大家一个字 ;   “鞋”、“鞋”、“鞋”！重要的事说三遍[擦汗]！
   [微笑]此次接触及可视病人的防护重点是“口罩”、“眼睛”和手套，严防飞沫传染！
   [悠閑]大家都在轻视了一个比“口罩”还危险的部位，那就是你的“鞋”！因为你不知道病毒携带者在哪里吐痰了，你以为你远离了人群，没事了，但是你脚下已经踏上了一颗定时炸弹[炸彈]，携带病毒的痰！你的鞋和你一起回家了，那个病毒就随时可能进入你的体内 ! [汗]
   [機智]再次建议，不要无知的到处溜达，那就是到处踩“危险”呢 ! 必须出去工作和执行任务者，鞋要与居室隔离，不要放在家里 ! 并且要勤洗手 ! [加油]",1
請注意看！這是人，不是垃圾……意大利死亡人數眾多，用垃圾車載啊？,1
"收到消息：新的NCP冠狀病毒可能很多天都沒有顯示出感染的跡象，如何知道他/她是否被感染。 等到他們發燒和/或咳嗽並去醫院的時候，肺通常纖維化程度為50％，為時已晚！

 台灣專家提供了一個簡單的自我檢查，我們每天早晨都可以這樣做：

 深呼吸，屏住呼吸10秒鐘以上。 如果您成功完成了治療而沒有咳嗽，沒有不適，鼻塞或緊繃等現象，則表明肺部沒有纖維化，基本上表明沒有感染。

 在關鍵時刻，請每天早晨在乾淨的環境中進行自我檢查！

 日本醫生治療COVID-19病例的嚴重建議。 每個人都應確保您的嘴和喉嚨濕潤，切勿乾燥。 至少每15分鐘喝幾口水。 為什麼？ 即使病毒進入您的嘴裡，喝水或其他液體也會通過食道將其沖洗掉並進入胃中。 一旦進入肚子...您的胃酸將殺死所有病毒。 如果您不經常喝足夠的水，則該病毒會進入您的氣管並進入LUNGS。 那很危險。
請發送和與家人，朋友和每個人分享有關此！ 保重每一個人，使世界盡快從日冕病毒中恢復過來。 願所有人幸福快樂🙏",1
越來越多人都用「黃色衛生紙」了！到底白色還是黃色的更健康？看完這篇，沒再買錯了！,1
"遵守交通規則 免驚
現在開始拍照開單 機車族請注意 紅燈停止線別超過 壓線900 斑馬線1800 貴貴的！",1
"早安～
接昨天
2.調節酸鹼平衡
   芋頭為鹼性會品，能中和體內積存的酸性物質，調節人體的酸鹼平衡，產生美容顏、烏頭髮的作用，還可用來防治胃酸過多症。",1
以色列、日本、芬蘭研究都指出，只要每天洗熱水澡，拉高體溫就不利於冠狀病毒的感染，研究中還提到，如果1週洗4次以上的熱浴，病毒感染可以降到6成。,1
白天開大燈，不要開霧燈，不然會吃罰單的。,1
台灣機車價是印度三倍？叫民眾「掏錢配合」的空汙法！？,1
現在的國道警察真的很辛苦，而且是越來越厲害，已經不輸給特種部隊了⋯⋯,1
即溶咖啡粉是電池回收做的是真的還假的,1
"【冠狀病毒肺炎】預防 學習與研究方典。 
中醫先祖認為，所有的傳染疾病稱之為溫病，以著名的《清瘟敗毒散為主》現將此方介紹給大家，積極預防。 小兒酌情減量。

 處方：
霍香6克，佩蘭6克，貫眾6克，金銀花12克，連翹3克，板藍根6克，黃芪12克，白朮12克，生甘草3克，
 服用方法，先用冷水泡半小時，然後大火燒開，小火煨20分鐘，飯前服用100mL，1日3次，適合健康人群，起預防作用。

 感謝老祖宗留下的瑰寶，提供學習研究參考。",1
0918715002電話，千萬不要接，接了就轉付7900元,1
"百年不遇；今天黑龍江興凱湖的冰在滾動,可見2020年是不平常的一年！",1
養貓抗肺炎？武漢驚現搶貓潮,1
這隻火狐狸只有在傳說中聽 說過，沒想到這次在大陸黑龍江省興安嶺高速公路331國道上被拍到，真是稀有。,1
"台灣水果崩盤，越南荔枝争先恐後運往中國廣西的的盛況，小英，您看見了嗎？妳對得起台灣農民嗎？

分享自越南李國民
20180625",1
"天佑花蓮 全台灣人辛苦了
活動只到2/28號(sparkling eyes)
分享即可獲得一年份拿鐵
▂▂.▂▂.▂▂.▂▂
點選下方頁面
(star)立即確認(star)

分享至5個群組10人以上【不可重覆】
沒有line群的可以分享25位好友

系統會直接偵測讓你領取
▂▂.▂▂.▂▂.▂▂",1
"這幾天下雨的雲雨層，是由大陸飄來的雲雨帶...
因為武漢疫區高空灑了大量的消毒劑及大量燒屍產生的二氧化硫。
所以這兩三日，請避免淋到雨......",1
多年罕見的火狐狸在大興安嶺331國道上被拍下。火狐狸只在傳說中聽說過，今天看到的是一只真實的火狐狸。如果不是雪大她可能也不會出來。,1
"蘋果即時新聞
國防部晚間發出新聞稿，出乎意料的由現任空軍副參謀總長馬自勇升任空軍司令乙職，現任空軍副司令張哲平調升空軍副參謀總長執行官，上述人員於3月1日生效並晉升二級上將，另外現任國防大學校長吳萬教調任總統府戰略顧問，遺缺由現任陸軍副參謀總長執行官陳寶餘接任，空軍作戰部指揮官熊後基調升空軍副司令，空軍參謀長鄭榮豐調任空軍作戰部指揮官，空軍人軍處長曹進平升任空軍參謀長，職務調整人事調任案3月1日生效。(台北報導）",1
中國旅客到美國参觀一火山口，一名女遊客不聽管理人員的阻攔，硬闖火山嘖發的地方拍照，脚下一滑掉入火山熔岩滾滾的岩槳中，頓時化作一縷青烟。,1
新冠肺炎感染，停止呼吸10不咳嗽就知道沒有感染，真的嗎？,1
"如果您收到美國總統唐納德·特朗普生病的圖像，請不要打開圖像...否則，您將破壞您的手機...這是一種非常危險的病毒...將信息傳遞給您的親人。

If you receive an image of the  American President Donald Trump being sick, do not open the image ... Otherwise you will destroy your  phone ... It is a very dangerous virus ... Pass the information on to your loved ones.",1
大蒜、洋蔥常被用來爆香提味、增添香氣，是家庭主婦不可或缺的辛香料之一。,1
"台南鳳梨丟棄電視不敢報導，
大陸進不了海關，台灣市場飽和了，當政者賤價傷農，對立有什麼好處？",1
"
病毒可怕嗎?為什麽可怕?

分享以下看法：

目前影響人類健康和壽命的因素，主要是三種東西：

1.細菌
曾經是人類的第一殺手，如霍亂、鼠疫細菌等。

2.病毒
如SARS/武漢肺炎冠狀病毒，以及愛滋AIDS病毒等。

3.基因導致的疫病
典型的就是癌症。

細菌是有細胞壁的，可以獨立於動物、植物，單獨存活在空氣中、土壤中，所以以前傳播非常廣，特別是以前的人不知道水源控制，導致鼠疫等細菌傳播起來，因此歐洲過去曾經死掉了三分之一的人口。

人類發明的各種抗生素，是可以在殺死細菌的時候不傷害人類身體的細胞，就因為所有的抗生素，攻擊的都是細胞壁，可以阻止細菌在繁殖的時候，形成細胞壁，所以細菌自然就被消滅。

目前只有一些超級細菌，人類還沒有辦法解決，但也可以通過各種抗生素同時使用的方法來治療，只要細菌的感染還沒有導致器官大規模壞死，基本上還可以救治，不會死人的。

病毒，是與人體細胞完全一樣的一種結構，沒有細胞壁，所以必須要在動物體內才能存活，一旦離開宿主的身體，幾分鐘內甚至幾秒鐘內就會死亡，這是與細菌最大的不同 。

所以病毒是不會通過空氣、物體傳播的。 而且人體完好的皮膚也可以絕對阻擋絕大部分病毒的入侵。 比如欄杆是不會傳播病毒的，除非前面一個病毒攜帶者剛摸過這個欄杆，幾秒內我們接觸這個欄杆，並且接觸的手上剛好有傷口，病毒才有機會， 從傷口這裡侵入。

但是~
病毒可以通過飛沫傳播，也就是說，在密閉的空間裡（如火車、飛機、地鐵），病毒攜帶者打個噴嚏，會飛出很多的飛沫，而正好另一個人短時間內吸入這些飛沫，就有可能被傳染。

所以，只要有任何一方（帶毒者或正常人），在人群集中的地方，正確佩戴了口罩，就可以防護病毒的入侵。 目前武漢的這種冠状病毒，幾乎只能通過呼吸道、眼睛、口腔等直接進入人體的方式來感染。

但悲哀的是，病毒與人體細胞幾乎是一樣的生存環境，所以人類目前沒有任何醫療手段，可以定點攻擊已經存在於人體內的病毒而不傷害自身的細胞。

換言之，一旦感染了病毒，目前是無藥可醫的。

目前所有的醫療手段，都是通過激素等，刺激和強化人體的免疫系統（相當於僅僅是吶喊、助威，而不是直接參與戰鬥消滅病毒），這是目前對抗病毒的唯一方式。
所以以前感冒和發燒以後，如果化驗顯示是病毒感染，則醫生都不會開藥，就讓病人回家多休息、多喝水，多保溫。

人類現在就掌握了一種有效對抗病毒的手段~就是疫苗，但這種手段，也是利用自身的免疫系統，來完成的。

即剝離出對應病毒的滅活病毒（不再會繁殖和危害人體），注入人體內，讓人體的免疫系統，感受到病毒入侵，刺激免疫系統，在沒有病毒真正侵入的時候，產生免疫細胞， 這是一種定向攻擊的武器，非常有效。

所以現在發明的疫苗，都幾乎可以對付某種病毒。

但還沒有發明的，都只能採用各種邊緣手段來對付，而不是真正意義上的治療。 就以愛滋病毒來看，有了很多的邊緣治療手段，但沒有醫生敢說可以治療這種病。

所以呢，人類歷史上，致死率最高的，是細菌，因為傳播非常廣泛，可以通過河流、空氣、食物等幾乎所有東西進行傳染。

而病毒在人類歷史上，致死率很低，因為傳播比較困難，幾乎只在人口非常密集的地方才會傳染，所以古代不會大規模爆發。

但病毒讓人害怕的，就是一旦感染，無藥可治，只能靠自身免疫系統硬扛，扛過去了就活過來了，或許還產生抗體了。

有一點可以放心的，就是前面所說的，在人員密集的地方，只要任何一方戴了口罩，並且記住勤洗手，就不會被傳染的，不用恐慌。

至於在人員較少的室外，是不用戴口罩的，因為病毒在空氣中根本不可能存活，所以也就不會存在飛機散播、消毒的那種做法了。

所以如果要坐公交、地鐵、飛機的人，或者去一些狹窄地方且人較多的地方，就記住戴口罩好了，不會有任何問題的。

目前傳播較廣，主要原因是前期大家都不知道，都沒有引起足夠的重視。後面還會有一個快速增長的過程，也都是因為前期沒有防範的人，被傳染上了以後，還沒有顯露出來。

隨著所有人都開始戴口罩 、避開人流集中的地方，這個病毒自然就會消失的，記住，不是被消滅了、被治好了，只是掐斷了傳播的途徑而已。

照這個情況，估計再過個10來天，感染人數會達到一個峰值吧，然後就會迅速回落了。

第三個是基因導致的疫病，典型的是癌症，人類目前是沒有任何手段治癒的。 所有的治療手段，都只是針對特定的癌症，防止其出現影響人體的危險而已。

就比如「我不是藥神」中的那種神藥，就是基因突變導致的，而​​那種神藥，只是抑制了突變基因的細胞，產生影響人體健康的產物。 只要一直吃這種藥，就完全像正常人一樣，而一旦停藥，沒有了抑製劑，則那種細胞就會起作用了。

所以，三種影響人類健康、長壽的，目前狀況應該是：

1. 細菌：幾乎能夠有效控制了，算是解決了。
2、病毒：幾乎沒有任何有效治療手段，但完全掌握了其傳播途徑，只要重視起來，病毒是可以被阻斷的。
3、.基因疾病，現在只是研究邊緣的控製手段，離治療還差得很多。 如果解決了基因疾病，則人類平均壽命過百，一點兒問題都不會有的。
我們知道了以後，也就不要擔心害怕了，更不要自己嚇自己，或者嚇完自己再去嚇別人了。",1
綠色政黨知道自己已失民心，現在很多民進黨競選海報，全部改用藍色，民進黨徽也換成國旗，請大家小心，並告知親朋好友，小心上當！,1
"為什麼行動電信
推499吃到飽？
因為：
1、台灣4G頻道，
2030年12月31日
就會走入歷史，
並收回壽命僅17年，
 比當年的2G 20年壽命
還少3年。
2、至於3G網路 ，
2018.12.31
正式走入歷史， 
並收回頻道。
3、而5G網路，  
正式商用大量用於
生活當中。
會在2022～2025間
大爆發！ 
也差不多是主流。 
支援5G技術相關手機，
也將更多出現在市面上。 
到時4G網路
(499吃到飽）
也要準備退場了。 
千萬別上當， 
因為下半年
要推出5G速度，
是4G的100倍，
如果你現在參加，
就被綁約30個月，
改天你要用5G， 
4G解約金高的嚇人，
損失將會更多！
你還在排中華電信
499吃到飽嗎？
5G時代即將來臨，
屆時不僅要換手機，
也要換新約！
(請看以下影片説明)",1
左側睡時，胃酸不會流入食道，因為胃酸是從胃的右側出來的。所以如果你有消化問題，一定要試著用左側睡。(pixabay.com),1
"Chin  或 Yun  向你報告 陳前總統 將整條巷子封起來做他後院  黃監委將整條巷子(雙何啊) 封起來做他們幾户人家的停車場 有段時間掛一牌子  ""私人停車場 '  這两巷子比永和一條馬路還寬 有意思吧",1
3/15下午時刻 真實目擊 昂宿流光船 大陸四川一群人往天上看....以為是太陽出來!!,1
"以下消息應該有幾分真確！無論如何，要為阿富汗境內的基督徒代禱！
轉傳：
今天可悲的是，他們此時才證實了這個可怕的消息。他們可以在新聞中證實這一點。多麼悲傷！！請為明天下午被阿富汗伊斯蘭主義者判處死刑的第 229 位基督教傳教士祈禱。請盡快將這個信息傳遞出去，以便許多人能夠祈禱。這條消息是來自奇瓦瓦州的傳教士朱迪思·卡莫納（JUDITH CARMONA）在非洲發送的。整個星球在祈禱中團結起來。如果你能轉發，請加入我們的緊急祈禱，也是因為激進的伊斯蘭組織剛剛佔領了伊拉克最大的基督教城市誇拉戈什。那裡有數百名基督徒男子、婦女和兒童被斬首。正在請求代禱。請花一點時間為他們祈禱。將消息傳遞給您可以的任何人。 Quaragosh 已經被採取了好幾次。他們請我們代禱，請轉告他人",1
現在不要登記打高端！今天早上開打有人送醫,1
"清晨四點多，收到敬重的前輩傳來訊息： 
九月一日内閣改造工程！
年輕化 世代交替
蘇貞昌是二次做行政院長，總統蔡英文決定換人了！
桃園市長鄭文燦當行政院長
屏東縣長潘孟安當內政部長
基隆市長林右昌當交通部長
前屏東縣長、前內政部長、前農委會主委蘇嘉全，當海峽兩岸交流基金會董事長
監察院副院長李鴻鈞
由親民黨籍出任 
⋯⋯
政治是眾人之事，我早已雲淡風輕，消息正確否?在位者的莫忘初衷才重要。",1
請告訴身邊的群組現在是柚子季節吃柚子不要吃優酪乳與香蕉有一個小孩吃後還没到醫院就往生了已經上新聞了請轉傳出去功德無量,1
洋蔥加海帶吃會失明,1
好噁心 ! 不同時間，不同地點，不同醫院施打疫苗，竟然是同樣的兩位護士，台灣真缺護士啊 !!,1
打破疫苗神話! 打了兩劑輝瑞Pfizer疫苗對Delta變種病毒無效!? 以色列衛生署數據公開實證，根本無法防止染疫與重症，免疫防護力幾乎是零?,1
"🇳🇮疫苗防護力幾乎是零🇳🇮
♦️以色列公開實證,疫苗無法防止染疫
與罹患重症後的免疫♦️️",1
現在機車驗排氣，不再寄單子通知囉！記得去網站登記一下！以後改採簡訊方式通知！沒申請不會傳簡訊通知唷！沒驗排氣當心受罰！,1
這種魚， 看起來像似［沙梭］，彰化線西海邊非常多，大概都是這種尺寸，真的沒看過用 雞蛋補魚的。  ,1
"💣COVID-19疫苗是用來殺人的💣
🔔研究人員發現🔔
輝瑞疫苗99%以上的成份‼️
💉💉都是氧化石墨烯💉💉劇毒☠️
除了殺人以外沒有其它理由了😱
美國的所有4間疫苗公司⋯
🦠99%成份都充滿這種有毒化學品🦠
🔔大家最好現在就停止接種疫苗🔔
⚠️這真的很危險⚠️",1
"聽同事說AZ疫苗不適合女生打，容易得乳癌！
說她親戚打完AZ二週後得到乳癌，另一個同事說她有客戶也是打完AZ後不久也得乳癌！我聽了很震驚！因為我也有一位客戶才35歲打完AZ一個多月後得乳癌，她也是飲食清淡的人，很錯愕她會得乳癌，聽同事這麼一說，真的是打AZ造成嗎？我也不知！只知AZ是動物的腺病毒提煉製成疫苗，光是聽腺病毒就怪怪的，它是葷的 最好我們吃素不要打，現在外面眾說紛紜～因為這疫苗有著不可預測的後遺症。打也不是 不打也不是，真是兩難！大家自己判斷吧！",1
LINE 收到說吃巧克力抗三高還能減肥，有 9 大驚人的好處，另外附上江守山醫師的 YouTube 影片 ,1
熱檸檬水救你一輩子,1
土城承天禪寺大佛全新完工,1
今天高雄有9人染疫,1
"政府 【紓困補助】

     【只剩15天】
自己的權益-自己來爭取

到 8/31日、停止受理 !
商店 只要有/ 稅籍登記/ 免用統一發票/
都可申請政府的〈紓困補助〉4萬元

例如：早餐店/ 飲料店/ 檳榔攤/ 水果蔬菜/ 美容/ 美髮/ 美甲/ 化妝品/ 賣衣服鞋子/ 雜貨店/ 批發商/ 零售店/ 賣東西/等等.. 各行各業/ 老闆們、最少補助 4萬元

申請政府補助、自己辦、如果不會辦、又沒朋友幫忙辦的老闆。快撥電話 0937-705012張先生
PS 電話若沒接，請 加 (LINE) 0937-705012留信息
",1
從伊拉克撤軍回美國的軍人，（有四萬多人離開部隊）他們，把拜登給他們的「軍功勳章」都丟掉的現場、視頻發給大家看！,1
立院宣讀324案疫苗採購案,1
"這傢伙
是俄羅斯🇷🇺人

預測花蓮地區
8 月15日
會有 7.7級 地震

不管會不會發生
預做防範總是好事
祈求菩薩
保佑ㄧ切平安

花蓮 7.7 ！
那台北就會有 5.0 ！
很慘喔 ⋯⋯",1
"冠狀病毒最令人們恐懼的是，其症狀在短短24小時內發生。根據研究發現，當病毒在氣管內總數多、濃度高的時候，容易導致重症。臨床發現，唾液具有殺死冠狀病毒的功效，當唾液分泌充足的時候，可以減少相當病毒的入侵。
梅子、檸檬、杏仁茶與充足睡眠，皆可以增加唾液的分泌。在這疫情期間，除了疫苗，這些措施也不要輕忽。
——-陳慕純醫師小語",1
"14天前將幹細胞💊COVID19 病患的家屬見面並拿P給家屬，
病患60歲，
被隔離在劍潭青年中心，
每天20顆P,配合溫水2500cc,
病患有6天完全沒味覺的，
5月26日PCR測試，
28日陰性反應後，
COVID19痊癒
已獲准回自家再隔離7天
",1
想去打武肺疫苗者「一定要吃飽了後才去，而且最好的話，打疫苗前後能喝1杯250cc的溫水」，就能「大部分地避免了打疫苗後的不良反應」等。,1
"台灣目前還在為新冠疫苗施打問題爭吵不休，中國大陸已經發展到「無人接種疫苗概念艙」。
兩岸抗疫真的是天壤之別。",1
"張敏焜先生，自然醫學專家的建議，我認為很值得您關注，本人認為值得參考，對「新冠疫苗」注射看法如下：

        「疫苗」遲早會讓施打者全身變成棘蛋白的生產工廠，而棘蛋白的毒性遠甚武漢病毒。

        您打了疫苗，即輸入未來源源不絕、欲棄不去的棘蛋白毒素。

        再說您體內的疫苗會加速新冠病毒變種，不久您會變成變種病毒［例如印度病毒］的帶原者，會開始傳播最毒的新變種病毒。［註：世衛組織已警告，很快印度病毒將成下波疫情的主角。］

        知悉以上事實，如何降低注射現行疫苗短暫的副作用，值得費心考慮嗎？

        勿打疫苗，天天補充5,000 IU以上的維他命D3(及100 mcg的K2-MK7)代之，及服用「幹細胞膠囊💊」，並且每天到郊外囇太陽🌞二小時以上；同時，茹素；每日喝2500cc溫水，並保持中低度運動，在森林中運動，吸收日月精華，才是有智慧的人，避難自保之道。

        大難臨頭了，弄些花拳繡腿，於事何補？重要是在我們平時強身健體，增強自己的「免疫力」，才是「根本之道」！

王鎮東 敬上
2021.6.21，周一，06:15，台北。",1
"新的詐騙電話，假裝衛福部，說你未登記。
若接到，務必請直接掛電話-你若按指示按0-新台幣就飛了。",1
請吿訴週邊的朋友 現在是柚子上市的季節 吃完柚子千萬別喝優酪酪乳，也不能吃香蕉 會中毒的已經有個小朋友還沒到醫院就往生了 誰的群組多 互相轉發ㄧ下 別浪費那三 五 秒 多做好事 會功德無量哦,1
打完AZ第一劑疫苗的前兩個星期，抗體會比打疫苗前少，防疫措施更重要，多補充維他命C、多休息來增加這段時間的免疫力,1
簡妤瘦身首席師,1
昨日中午過後，桃園機場水泥灌漿工地倒榻。新聞未報，連今日報紙都未報。三人被埋，一人重傷，兩人輕傷，送醫治療中，因為鄭文燦要選總統，所以冥禁疸的電視台，報紙都不報導。,1
"🚨🚨🚨🚨🚨🚨
  俄罗斯已成为世界上第一个对Covid-19尸体进行尸检（验尸）的国家。 经过彻底调查后，发现Covid-19并不以病毒形式存在，而是一种已经暴露于辐射并通过血液凝结导致人类死亡的细菌。
   已经发现Covid-19疾病会导致血液凝结，从而导致人类血液凝结并导致静脉血液凝结，这使人呼吸困难，因为大脑，心脏和肺部无法吸收氧气，导致人们死亡 迅速地。

   为了找到导致呼吸能量不足的原因，俄罗斯的医生没有听取WHO的协议，而是对COVID-19进行了尸检。 在医生张开胳膊，腿和身体的其他部位并仔细检查它们之后，他们发现血管扩张并充满了血块，这阻碍了血液的流动并减少了氧气的流动。 在体内它会导致患者死亡。 了解了这项研究后，俄罗斯卫生部立即更改了Covid-19的治疗方案，并将阿司匹林用于阳性患者。 我开始服用100毫克和Imromac。 结果，患者开始康复并且他们的健康开始改善。 俄罗斯卫生部一天撤离了14,000多名患者，并将其送回家中。
    经过一段时间的科学发现，俄罗斯的医生解释说这种疾病是一种全球性的把戏，它解释了这种治疗方法，“它不过是血管内的凝结（血凝块）和一种治疗方法。
   抗生素片
   抗炎和
       服用抗凝剂（阿司匹林）。
      这表明可以治疗该疾病。
   根据其他俄罗斯科学家的说法，不再需要呼吸机和重症监护病房（ICU）。 为此已在俄罗斯发布了协议。
       中国已经知道这一点，但它从未发表过报告。
      与您的家人，邻居，熟人，朋友和同事共享此信息，以便他们摆脱对Covid-19的恐惧，并意识到这不是病毒，而是仅暴露于辐射下的细菌。 只有免疫力很低的人才应该小心。 这种辐射还会引起炎症和缺氧。 受害者应服用Asprin-100mg和Apronik或扑热息痛650mg。

   资料来源：俄罗斯卫生部
  （）🚨",1
"王齊麟外省第三代（山東人），李洋金門人。
王齊麟父親王偉健上校退役後考上東吳中文所博士班。
王爸爸自po用這樣慶祝方式的表態，看來總統府要降低這面金牌的宣傳了(happy laugh)(happy laugh)(LOL)(LOL)(LOL)(!)",1
