"發生什麼事了嗎？
 這麼晚一個人在外面 而且是沒什麼人經過的地方 很危險耶 如果真的想找可以沉澱心靈的地方 還是找個燈火通明的比較好 要注意自身安全喔??????",popular
好的 四個同意,popular
"渣男下去
 拖垮我們名聲餒",popular
B2 因為和之前吃到的不一樣，而且有一股香精味??和我朋友一起吃，結果我們兩個都覺得有香精味,non-popular
不管是不是在黑 都不能利用關係散播他人個資吧==,popular
印象中我只繳了100欸？,non-popular
喔對了，去拿腳踏車時你需要一咪咪的台語能力,non-popular
"男生隨便找一個水溝自己跳下去就好
 可以你一個人自己待著
 而且吹不到風
 然後很臭沒人想經過",popular
太棒了吧∼好喜歡,non-popular
"啊你們上次好不容易搬出一個社團來自稱了
 這次怎麼又不講出來（ ?ω?）",popular
應該是怕客源被ptt搶走,popular
什麼時後可以查開課資詢啊,non-popular
"咦 不錯的想法
 

 告白台大小編",non-popular
今天剛好在學校，一定會去！,non-popular
二宿水池,non-popular
非畢業生可以購票嗎( ????? ),non-popular
如何聯絡,non-popular
"B1不要睡覺或直接睡過去就好??
 沒有醒來就算了~
 你可以晚上78點就睡自然會早起",non-popular
B1那會變成：這是我們弄倒的想要我們扶起來就請我們吃飯,non-popular
B2 我要先研究一下那個怎麼開??,non-popular
太誇張了吧!!!!!!!!!!!!!!她是怎樣！？,non-popular
"B10 今年被當說不定明年也會被當
 一不小心就延畢了嘻嘻",non-popular
遇過神仙學姐說了那些猴子一頓好爽??,non-popular
物治學長姐好香,non-popular
好咧家在沒去排,non-popular
阿人家要丟 咁妳什麼事,non-popular
"有人約但不想跟她去
 https://sticker-assets.dcard.tw/images/e425ebbe-6228-47a3-a89e-09365f96daac/orig.png",non-popular
就是一群自以為的猴子啊,popular
B21 好啦好啦知道了啦,non-popular
https://i.imgur.com/9VXhadL.jpg,non-popular
B6 同感，系上最近注意一個學長和你說的一模一樣，好想認識優菜學長喔~~~,non-popular
樓上不用爭，再帥也沒我帥,non-popular
在耶舞上穿後空,non-popular
Dcard,non-popular
"B11 
 你好像很瞭解 文中被罵的那位ㄛ",non-popular
"跟曖昧的女生抱抱：-）
 可以分享一下這是甚麼心路歷程嗎
 女朋友？
 btw 回你的疑惑 我是會覺得滿開心的啦 如果我也對你有意思的話…
 （個人觀點）",non-popular
"“而且你們還都是男生”
 性別歧視啦 所以女生就可以被允許嗎
 #男生的命也是命 #女權沙豬",non-popular
愛Z莎莎??,non-popular
"我之前還遇過一個女的
 手機不關靜音
 手機響了不接
 還打line都聽到按鍵聲
 感覺她是故意的
 因為她連收筆 拿筆都很大聲
 整理筆記本紙張也是比用電腦還吵
 38g????",non-popular
B7 叫別人不用到場再查學生證這個居心就很有問題吧,non-popular
B9 我喜歡光腿更勝於黑絲,non-popular
B4 你敢撕嗎？,non-popular
B2 被我猜到這麼可愛一定是男的,non-popular
"B4 
 我不是很清楚你說的校外當三寶的依據怎麼來的？
 當時交安組後面攔了三台汽車，旁邊的空地也停了遊覽車，完全看不到對向是否有來車。首先為了安全著想就不可能直接切出來往校外轉，而且文章內說的是「不到一百公尺」，也就是路標牌那邊單黃虛線的地方。
 您自己在理解上出問題然後逕自斷定別人從來都是三寶的邏輯似乎有些問題吧？
 

 而且我們也本來就是要迴轉出去有哪部分好找理由？私以為您才應該為您欠缺依據的說法找理由(?????????)
 https://i.imgur.com/4bp4v2z.jpg",popular
最近怎麼這麼多國小生,popular
"加油加油 這時期大家誰都不容易
 持續加油改進 相信會越來越好的",non-popular
去公墓慶生會太瘋嗎,non-popular
"抱歉 我開了！！！
 快點私起來∼∼",non-popular
B3逐鹿,non-popular
"好可愛的文章XD
 好像小朋友",non-popular
https://i.imgur.com/eUQyJlF.jpg,popular
買起來,non-popular
好暈喔 學長你要給我溫暖嗎,non-popular
他不會調分但期末他送很多分,non-popular
"把司律歷屆拿出來寫就知道了 106年之後考選部還有公布評分要點可以參考
 

 至於簡不簡單還是看人 但絕對不是背法條而已 現在司律二試直接整本法條發給你翻了 我保證考場上你翻到死都翻不到爭點",popular
"B9幫你翻了桃銘學生會IG 精選有哦
 https://i.imgur.com/fVCRCNM.jpg",non-popular
B3機台打擊感真的很棒誒,non-popular
B3 那我化工系的可以敲碗求後續嗎??,popular
"太笨ㄌ==
 以後遇到推銷的要把他當成賣愛心筆，
 要勇敢說不唷！",non-popular
哈哈是我啦,non-popular
"B1 是你！it’s you
 謝謝??",non-popular
去逐鹿問問看,non-popular
"叫外送員穿國中生衣服或裝扮成旅遊團
 最近一堆國中生來東海畢業旅行，而且昨天拍畢業照的時候，教堂旁邊一堆旅遊團在拍照
 還以為他們都要跟我們一起拍畢業照了呢??",popular
"B7
 https://i.imgur.com/71pRGXl.jpg",non-popular
B3可以聊天 但在圖書館不行??,popular
"B9 本人對肉圓也蠻挑的
 林記肉圓我覺得還不錯",non-popular
B1 乾+1，我現在真的像智障,non-popular
B3 之前問小上海老闆他說只有汽車是單行道 機車是雙向道,non-popular
主人跟他感情很好 應該只是先把他放那裡∼,non-popular
"這個是畢業活動名人專講
 12/22 19：00-20：30 大孝柏英廳
 

 活動收費方式：
 畢業生購買方案者0元，無購買方案者150元
 

 1.此活動參加對象限於中國文化大學在校生
 2.此活動以畢業生為主且購買（畢業季）方案者可優先換票與進場
 3.進場時需出示學生證，以便驗證學生身分
 4.因場地關係，人數若達上限，畢服會將不再開放售票",non-popular
走進女廁上廁所 再慢慢的走出來,non-popular
"家醫科劉文俊個性也不錯
 至於李依錦嘛…",non-popular
"傻逼 顧玩神奇寶貝
 https://sticker-assets.dcard.tw/images/373c13cc-b66c-41e5-b460-a2c8c61c26c5/orig.png",non-popular
B9不在了啦,non-popular
B1 不合理，他們大門敞開到會擋到別間的門??,non-popular
我之前也這樣說 還有人跟我說那你為什麼不走樓梯：）,non-popular
讚啦 財法瑞瑞感恩偉哉大中原 讚嘆大中原,non-popular
比較好奇你們講了什麼,non-popular
很噁心 她平常在罵的都是她那隔看起來跟她最好的,non-popular
"B1 超影響到平均? 真的不知道他期中在出啥 問別人的英文老師考題都沒這樣出?
 B3 想請問他那時候期末有改出題方向嗎
 喔但他好像說期末也是這樣??",non-popular
捷運站星巴克嗎？,non-popular
看很多遍了，每次在這個路口甩尾，重踩油門，煞車也急煞,popular
在宿舍睡就在宿舍睡,non-popular
B1我還真的有問過，但教授不讓……,non-popular
這標題我還以為是來到西斯版,popular
"怎聽說是他這些朋友還不讓他回自己房間？
 還有你們的垃圾有類似蛆的生物？
 （順便卡個",non-popular
干其他台灣人屁事啊有夠低能,popular
你姓佐藤嗎,non-popular
"https://i.imgur.com/qP18Wi7.jpg
 你們是朋友？",non-popular
"不一定吧，有人就喜歡成熟的大姐姐
 https://sticker-assets.dcard.tw/images/3e937229-0145-4a9b-9341-8ef1b68dce1f/orig.png",popular
B7 可以認識一下呀~,non-popular
朋友之前說走在路上在講老師壞話，還被老師聽到有夠好笑，老師還從後面問他在講誰，尬到一個不行，不過他成績好老師也當不了他,non-popular
什麼系,non-popular
可憐小大一,non-popular
B3都說猴子了怎麼還是人,non-popular
"自己一隊
 所有問題自己解決",non-popular
B1 笑死 海豚不是魚,non-popular
"您好：
 我是人生遊戲客服，很抱歉讓你有不好的體驗，建議你可以把人生遊戲紀錄檔刪掉，重來一次就可以解決目前的困擾",non-popular
老闆加油！我吃爆各種包子！,non-popular
不敢上去搭訕就回家打手槍 錯過就沒了,non-popular
其中一支兩面宿儺手指就在大仁館,popular
"啊所以政黨都不能有自己的政治立場嗎？
 

 如果是的話那還要有政黨存在幹嘛",popular
"我還真的滿喜歡的..
 不過還是有討厭的科目啦",non-popular
"長相怪異被排擠（X
 長相怪異加上行為怪異被排擠（O",non-popular
越爛的老蘇後台越硬??,non-popular
珂拉琪真的好聽（重點誤,non-popular
B2 私訊咯,non-popular
"第二點
 在那幾個討論串文章底下
 本來就有很多過激或者是不妥甚至是歧視的言論，你們不覺得不代表別人不覺得，不講話只是因為覺得這件事情在講還是幹嘛，只是火上加油焦點跑掉。
 

 我是原民生，我對於他們半夜練習覺得不對，甚至我也有跟她們反應過聲音在哪邊可以聽到（某些人看到這應該猜到我是誰了）
 

 沒有回應是因為我覺得那篇文章底下的留言跟有些人講話已經越來越誇張，畢竟是dcard，所以我覺得會有很正常，但不代表就認同，每個人都可以表達自己的看法。
 

 ps我不是發聲明的這位
 然後 B1 弟弟妹妹們有在嘗試調整,其實他們其他時間（非討論串的半夜等）也有練習.",popular
172/49可以嗎,non-popular
多深 ??,non-popular
"媽的 我是你鄰居 
 整天在那邊呻吟
 真的讓我??忍不住想射！
 而且你真的好可愛 可以認識你嗎？",popular
是,non-popular
"不是啊 你跟那種白牌塑膠猴爭什麼 要嘛你就屌一點直接騎去他前面攔停敲他 
 不然你就自己摸摸鼻子走吧",non-popular
"我大概快三點上學校 一樣都各留一份可嗎??
 我是昨天迷路那個(？)  
 朋友們都超愛你們的蛋糕 說今天要我再去拿好吃的????",non-popular
"B4 幹嘛露系！？ 這跟什麼系有關嗎？
 不原諒你????",non-popular
懷恩廁所,popular
讓我想追,non-popular
是不是三A黃頭髮的那個？,non-popular
原來是A園區,non-popular
你是說機場專業版嗎,non-popular
媽的是不會走路喔?,non-popular
B1 應該嚴格來說，海豚不是魚是哺乳類（綱）/鯨目/海豚科,popular
簽,non-popular
今年直播爛死,non-popular
"B11 我原本也覺得自己是直的
 但發現自己好像喜歡上滿要好的男生朋友
 最近整個感覺越來越強烈 完全不知道該怎麼辦??
 而且他之前被騷擾所以有點恐同??",non-popular
一個老學校的運動會辦得像第一次辦一樣,non-popular
感覺是很有趣的教授??,non-popular
你不想看可以不要看 但不能限制我們發言 覺得在吵的話 麻煩左上箭頭按下離開 就不要看啊 又沒人要你看 你可以選擇忽略,non-popular
遇到這種不會拒絕的不要跟他攀談，他們一堆話術，趕快遠離才是上策,non-popular
"想在一起就在一起不想要就不要
 然後跟妳說我遇過的人很大機率跟學長在一起都玩的 最好再相處久一點唷??",non-popular
B18 沒法律就可以沒道德耶，爽啦??,non-popular
B7 哪裡覺得不是了,non-popular
跟我情況好像??,non-popular
B1 真的很有特色，一聽就愛上了????,non-popular
"B27 你以為大家三餐吃仁園？
 我剛好很喜歡日式
 五天晚餐會有四天吃日料
 po文這間真的難吃
 我只有大一吃過一次就不想吃了
 大多數都跑北新莊或板橋吃",non-popular
"如果台大生都因為成績不好覺得絕望
 全台灣大概95%的人都可以去死了，真的",non-popular
要求學校去裝氣密窗,non-popular
https://sticker-assets.dcard.tw/images/138738df-95d3-46cd-bfb5-0fc2918ccaf7/orig.png,non-popular
猴~ 湞色！,non-popular
"B4 因為他成績蠻好的，還拿獎學金。
 另一個也是，我發現帥哥好像都這樣，而且都是學霸，真不知是巧合嗎",popular
讀好你的書 別人怎樣乾你屁事,popular
你姓劉嗎,non-popular
"https://sticker-assets.dcard.tw/images/c4c9a34e-a3fa-49c6-bf25-44a518f5543c/orig.png
 真的嗎？",non-popular
我還算喜歡電機，但壓力真的太大了，但晚一年畢業就晚一年開始賺錢，so...只能撐下去了,non-popular
半夜這兩隻會變成海妖開始唱黑暗巴洛克,non-popular
"B7 好啦希望你以後也都可以這麼正義
 做的跟說的一樣好看啦
 上個月新聞勸人家帶口罩一個被挖眼一個走了
 台灣這種風氣敗壞的狀況
 比起一個人衝到樓下叫一群人不要唱歌
 我還是縮起來發發廢文
 希望他們看到會改善好了
 加油欸希望你可以一直都這?正義
 不要到時候也淪落到只能來低卡發廢文",non-popular
"課是通識還是本系選修
 就看看要不要折衷改改看
 不能的話就隨他吧
 如果是通識通常分數滿好看的 就沒差了
 個人認為上大學就不要有學長學帝雉的想法
 有想法說出來邏輯站得住腳就有人挺了",non-popular
B8 義文女生真的都超正 男生好看的要找一下,popular
….我被推銷書，我還認真的建議他們能進一些有用的書????，結果聊到推銷人員不耐煩的自己走了????,popular
那個腰好細喔??,non-popular
笑死超鬼 我學起來了,non-popular
直接請警衛就好啦哈哈 只是有一個很母湯的會講出是哪戶檢舉,non-popular
學妹最香選我???♂?,popular
"如果客群只有逢甲學生，還要賣比外面低的價格，估計也沒什麼店家願意來吧，是我我寧願去外面開，就算難吃還是可以撈到一些觀光客
 不過那個鬆餅可以撐那麼久也蠻厲害的",popular
為什麼不去上課就好,popular
好爽喔！幗龍叫我叭的,non-popular
"哇靠真的假的
 所以西斯版準備爆炸？",non-popular
幹笑死我兄弟英文就是那麼6??，再幫妳跟他說一下,non-popular
"就算都是人社女生興趣也都不一樣啦哈哈
 但我很討厭討論議題的時候別人講一些偏激跟不尊重的話",non-popular
她真的很硬要,non-popular
沒實力就噓,non-popular
頂上去,non-popular
卡吃瓜,non-popular
B11 越看越餓??,non-popular
目前總共有46點 二條路線,non-popular
B8 誰會講出來，都馬默默做…有事嗎？,non-popular
https://i.imgur.com/XqbYY0s.jpg,non-popular
猴子出動,non-popular
"B3 本來就不干我的事
 我只是提醒她這是校版",non-popular
B13 下次揪我,non-popular
你可以租租看,non-popular
我住頂樓ㄏㄏ,non-popular
重考就重考啊，說不定你天賦異稟只是高中沒在唸書，現在認真唸搞不好就考上了勒，再不然你家裡有礦，可以讓你重考好幾年也是可以呀，反正條件你自己清楚啦，想好就行,non-popular
"基本上老師應該都很開明啦
 去跟老師?你們要拆組
 會意見分歧到想拆組代表你們之中有人不願意折衷/採納對方意見，導致無法像齒輪卡住齒痕順利運轉
 跟學長也不用太過計較分際，感覺只是人與人之間的不合而已，有互相和平?分開就好 加油",non-popular
老闆真的很棒！願意聽取大家的建議 願意改進∼希望大家沒吃過的都能去試試看！我覺得真的不錯吃的??,non-popular
成大醫院有安寧病房,popular
B5 ??????,non-popular
"感覺原po是個脾氣很好的人
 整個文有一種 好氣喔但還是得面對現實 的感覺
 超好笑",non-popular
B2那你缺男友嗎??,non-popular
"狼若回頭
 必有緣由
 不是報恩
 就是報仇
 

 #就問你敢不敢
 https://youtu.be/HLibG1_lcTk",non-popular
需要暈船??嗎,non-popular
台中棒球隊,non-popular
B5 你在說哪,non-popular
真的好色 沒想到賀陳愛這款的,non-popular
B21 看你的留言再配上面的留言我直接笑到快嘿估…,non-popular
"通報 ??
 好像有人對這篇文章有新想法唷，快來去看看！
  https://www.dcard.tw/f/nctu/p/237579742",non-popular
B1沒關係，原諒妳∼?,non-popular
發這什麼屁文??，要吃飯就給我離開，想讀書再來，he??的，聽教授說他當年為了讀書常常甚至不吃飯待在圖書館苦讀，日復一日每天過這種日子拿到博士學位，你就是過得太爽?為了吃飯犧牲他人權益還講一堆理由,popular
還好你不是說上面那位很有特色,popular
Ok,non-popular
如果有交集講過話就會直接按追蹤 但不敢要,popular
關鍵字： 重機、逆向,non-popular
"真好還有學姊帶??
 我只有棒子學長帶而已",non-popular
"B7你是在公三小？_？
 本來就說好40分鐘
 況且原po也說看到未接來電後
 馬上回撥了
 不然你是還想怎樣
 整整40分鐘守在店門口
 守在手機面前嗎
 當每個人都跟你一樣閒在這邊檢討被害者喔",popular
B3 阿這麼低調你怎麼還會認識阿？,non-popular
鍋之最沒要開囉,non-popular
直接搭訕啊，順帶謝謝你的圖，我帶走了哈哈,non-popular
真的有點太多了..,non-popular
B7 DDD比較酷,non-popular
如果是在fb的tag就不要回，如果加你ig就刪他的追蹤。有鑑於你擔心得罪他以後會沒朋友，不建議你跟他直接對峙，就他丟球你不要回應就好，同時多認識其他同系的，讓其他人對你有印象，這樣之後如果他說你壞話就比較不容易被帶風向,non-popular
進駐學餐或是學校附近都可以啦??有店面有紅燒肉吃就滿足了,non-popular
只要是9樓就有可能是阿偉,non-popular
我大一還走過地下停車場搭電梯出來過，但後來不知道為什麼就不行了,non-popular
只有文化應屆畢業生可以購票喔,non-popular
"大家都一樣
 等你出社會工作也會發一篇自己不喜歡上班的文
 你只是不喜歡努力而已
 除非家裡有錢 
 普通人想過上還不錯的生活就乖乖讀書好嗎",non-popular
野生猴子又出現了,non-popular
"B1 已經學到教訓了??
 B2 我也是差不多?但就是剛好有興趣的課本在??
 B3 哇那我下次遇到也得找方法脫身??",non-popular
"5樓 我之前跳過結果只有骨折
 但真心不推
 躺在地上痛到靠北
 認真超爆痛
 超級 無敵 痛",popular
B9等你開一間啊,non-popular
在彩排你的葬禮,popular
知7^我,non-popular
"你教授平常人好嗎？
 我覺得可以跟教授聊聊欸
 我們實驗室以前有學姊被劈腿崩潰
 老闆就放她好幾個月的假",non-popular
"我也是轉系生！
 我覺得轉進去到第二年就好很多了哈哈哈哈！也慢慢有機會認識其他同學∼
 我之前也是有分組遇到一群已經是朋友的小團體，也跟你一樣經歷了social pain。但不要把自己想成局外人自然的說話會改善很多唷????",non-popular
？,non-popular
B12 黑暗陷阱中的秘密聲音,non-popular
B6……我的天,non-popular
我自費一次1000欸 但不是你說的那些,non-popular
左下那雙還是蠻好看的,popular
"坦白說……淡水捷運站那邊不管是哪一個路線的都會有這樣問題
 而且最常插隊的都是叔叔阿姨阿公阿嬤，反倒不是年輕人（目前看到就是淡江的路線才會是年輕人插隊，真理這邊都是老人插隊??）",popular
B5男生沒那麼重要，你可以排在校狗後面,popular
B1 B5 和服傳統上是以平胸為美哦，通常都會在腹部纏上毛巾或布以達到直筒的身形。,non-popular
越南到日本立馬從驚濤駭浪變風平浪靜ㄟ,non-popular
B15 還真的是因為看不到所以不爽欸^_^,non-popular
來考許班民訴啊,non-popular
B1偶爾玩一下,non-popular
1 真的是垃圾,non-popular
想認識義守黃佳保+1,non-popular
就冷處理別理他，裝熟哥真的很煩！,non-popular
如有問題歡迎提出，本人一定於第一時間解答,non-popular
撞車竟然沒有處理嗎？??,non-popular
"幹我以為是油到抓頭髮，問同學才知道抓頭髮是做造型
 https://sticker-assets.dcard.tw/images/a1153652-10b0-4dbc-bcb1-10e9b38303b4/orig.png",non-popular
你幫我多出100我就買,non-popular
一停二停中間,non-popular
"B9 
 下學期的話有機會
 

 B8",non-popular
Jack20027755 需要幫忙嗎 你進進出出的,non-popular
摩斯門==,non-popular
女人拜託別出來害人,non-popular
"就是你?！
 每次在系上看到你的翹臀
 都忍不住衝去廁所怒尻
 學弟?求認識！！",popular
不知道是庫拉皮卡先下船還是校徽先出來,non-popular
這麼容易理出大道理？,non-popular
有妹子可以抱嗎,non-popular
能不能讓我兩百五繳的有價值,non-popular
"：發出上他的聲音
 （喪失理智ㄉ發言
 

 更：沒想到大家那麼喜歡看男上加男??????",non-popular
B3哈哈哈好,non-popular
"同感+1
 但也不用這麼苛責啦 主持這種東西吃臨場反應
 能練習大型活動的機會又不多
 還是希望鼓勵代替責備",popular
大舅子好,popular
因為下雨會地震啊,popular
B13 你大一？,non-popular
你追蹤女孩版衝殺小,popular
B4 您好，於永康區南工街226巷三號，謝謝提問,non-popular
穿容易穿脫的那種即可,popular
"想被愛>>對自己愛的人好>>期待能得到愛>>被對方當成屎
 >>發現最愛自己的人是自己>>清心寡慾",popular
這什麼過時的社會達爾文理論,non-popular
B8B9感謝支援??,non-popular
"我住這邊
 房東人很好
 我這間是最大間的房間",non-popular
"你也可以穿黑絲
 更引人注目",non-popular
B3 好廢 只敢匿名XD,non-popular
腳踏車的稠密性xdxd,non-popular
下次會多走那邊,non-popular
有看到你，真的好看，但那時我在想這麼冷還這樣穿，這人有夠勇,non-popular
https://i.imgur.com/c2Calfu.jpg,non-popular
新馬辣頂級麻辣火鍋,non-popular
"有摩托車轎車會把部分車身停在格子外面嗎
 管你什麼幾分之幾
 前輪沒頂到前面就不叫停好",non-popular
B2妳的眼距好寬哦我的只有這樣==,popular
B9 在二一草坪哦,non-popular
B3女生的話，可以接受到四中啦,non-popular
蠻尷尬的,non-popular
WML,non-popular
超爛==,non-popular
DDD沒有在客氣的,non-popular
啊我就怕被出草啊∼,non-popular
有沒有人可以提供不賴床的方法??,non-popular
用心推,non-popular
恭喜你呀真的好羨慕,non-popular
長相不會，一定是平常行為的關係,non-popular
你是新生嘛,non-popular
哇你好厲害耶 好強喔 崇拜死了,non-popular
National 吸 K University,popular
"再怎麼多也不會
 直接帶10張千鈔去學校吧
 幹甚麼時代了是不會存在戶頭裡膩啦
 肯定是想騙你錢包裡的錢哈啦膩啦ㄏㄚˋ",popular
"成為民進黨網軍 保證哪裡都有網路
 學弟入黨嗎?",popular
浪漫Na,non-popular
窮逼猴 有錢把車改很吵 沒錢付停車費,non-popular
直接搭訕啊,non-popular
"B2
 看你朋友什麼時候有空∼
 我都在淡水這邊
 

 B3
 為什麼可以腦補12集連續劇劇情？??",non-popular
B1不能拍喇，保護當事人，而且我可能會被當噁男,popular
B2 笑死??壽山嗎,non-popular
"一堆人以為他客源是輔大學生
 殊不知根本不是ㄏㄏ
 還抵制勒
 他那價位就不是做我們這些追求便宜又大碗的窮學生，懂？",non-popular
"從開學到現在一直時好時壞
 不誇張 我每天只要一進到學校
 就開始Wifi和4G兩個輪流切著用
 真的有夠哭
 https://sticker-assets.dcard.tw/images/c76494fe-f620-42bc-ab01-af33ae7ccd49/orig.png",popular
終於啊啊！！,non-popular
"我只是覺得
 你們這群長髮控我也不知道說啥",non-popular
"我開學背Louis Vuitton上學
 結果通識課旁邊的女生下課都跑來跟我搭話
 給你參考",popular
"https://sticker-assets.dcard.tw/images/e065241a-e07b-4703-a8fe-7d8776ff624b/orig.png
 個人經驗
 因為開學後都遠距
 體育課分班
 普化實驗忙的要死，做完立刻走人
 跟系上女生連互動機會都沒有
 參加的社團是跟醫學有關的
 屬於目的導向，事情很多
 導致也沒機會熟悉外系同學，跟外系互動
 

 只是點頭之交，沒什麼額外互動
 這是要追什麼？
 又不是雞雞養
 

 目前看到身邊的
 較多追高中同學的大學同學（飯局認識的）
 還有社團社友
 

 由此可以推導
 除非女方有絕世美顏
 或者兩人真的很合拍
 不然 有互動才有後續
 

 妳主動
 不是要妳撲上去
 但至少
 一起參加活動
 一起吃個飯
 有認真聊過 有認真互動幾次
 才有機會",non-popular
我用我的醜臉來救你了??,popular
"大多都只有女生才知道女生多會裝啊??
 https://sticker-assets.dcard.tw/images/28811556-ef52-4b78-8ef1-ec36a527ddd9/orig.png",popular
"B4妳所謂的成對是這個意思嗎
 https://i.imgur.com/btdsHoL.jpg",non-popular
B6 non capisco,non-popular
大一ㄇ 進度超快,non-popular
B3 食物圖片在我們官方IG/FB 可以看看喔,non-popular
"毛丼不錯吧
 我不是B4 只是覺得也不分享自己的來看看 就直接批評人家不懂吃 蠻討厭的",popular
機車行真賺,non-popular
別嘗試跟??溝通，不小心的話還會受傷,popular
我有女朋友了,non-popular
"你很棒耶??
 用心的男生都讚讚",non-popular
B17 我是B8 沒那麼容易噴吧哈哈哈哈,non-popular
數媒數媒你是我的小草莓(?????????),popular
"B6 二個人一杯不行 四人三杯可以
 說到底就是你的一廂情願
 還社會通念咧
 那五個人三杯可不可以 二女一杯？",popular
"哈哈不是我啦
 https://sticker-assets.dcard.tw/images/ff0f0efb-ff2c-493d-af1a-d39e3f98b1be/orig.png",non-popular
"跟教育部投訴比較有用啦
 大學的主管機關是教育部 不是教育局
 阿你膽子夠大
 直接投訴媒體",non-popular
B8 就是有像你們這種想搓湯圓的才要爆低卡啊,popular
B1 我躲在被窩幫你吸??,non-popular
#ERROR!,non-popular
圖片順序如果弄反了感覺很有趣,non-popular
阿就dcard的rio啊,popular
請問還有嗎！！,non-popular
B19 要等明天了????,non-popular
"沒事 我學歷還行 一樣交不到
 雖然我不在意學歷就是了",non-popular
9,non-popular
說真的你在店裡阻止你妹，反而更顯眼跟奇怪吧??，找少人時段直接去要她ig之類的，比較不尷尬和打擾人,popular
掉岩漿QQ,non-popular
????????????,non-popular
"B5選你正解 我都不敢講清楚欸
 我是 B1??",non-popular
B4這次是蓬蓬屁眼花造型？,non-popular
並沒有想讓他身敗名裂，趕盡殺絕，雖然大機率他自己會再闖禍就對了,non-popular
"講那什麼洨話2222222222
 蔡哥電磁我覺得好難",non-popular
"走過去問他們要不要修竿啊
 不敢問就只是活該單身而已",non-popular
"有人跟我一樣覺得凱莉其實還不錯的嗎？
 雖然作業有點雞掰
 有時也有點催眠到想睡
 但總體來講算是好老師",popular
難怪一堆菸味 幹你娘,non-popular
"B3一樓報到領小黃單半小時
 二樓繞一整圈排隊一小時
 打完觀察一下兩小時就沒了",non-popular
正在上車的人可能當下剛好沒注意到後門開了，後門也是給有排隊的人走的，不是路過人的快速通道，你把排隊到一半的人當什麼,popular
研討題根本沒在上課範圍，一個蝦G8亂寫。後面一個二審什麼碗糕的直接爆炸。我看我人生的就是這樣惹，我就爛，下輩子不要學法律,non-popular
"哈哈是我啦 經濟二甲高贊傑 有種過來講 在那邊偷拍沒比較厲害????
 （更）我不是高贊節傑啦，氣急敗壞找教官",popular
B5 感覺是B吧 A都算安靜,non-popular
https://sticker-assets.dcard.tw/images/5ca072d3-55d0-434a-9059-f58c4028c8e2/orig.png,non-popular
為啥每次都在吃烤雞啊wtf 這活動讓我很怕 很像過去會被傳銷騙錢之類的,popular
謝謝 我好了,non-popular
傻逼是不是啊,non-popular
每個人多少會有會讓自己感到尷尬的事情，請教別人意見，又沒說他凡事都要朋友陪，不用那麼火爆啦,popular
卡,non-popular
B1 對啊就是這麼差:),non-popular
"或許孤獨不是一件壞事唷！
 如果之後計劃讀研究所
 學會和自己相處很重要∼",non-popular
不爽可以停修，又沒人逼你，歡迎轉學,non-popular
每次看到重機屁孩騎在我前面，我真的都怕得要命，如果他腦弱出意外，他媽的有可能會連累到我，就算沒有，出於道義我還得幫他叫救護車，乾真的不要鬧^_^ 好好騎車很難嗎 猴子,non-popular
你要不要說是河豚,non-popular
Ez,non-popular
曉的新成員？,non-popular
"不知道為何
 政大生總是有一股厭世
 是不是上大學前對大學環境的期待跟現實差距太大
 又或者單純是天氣？",popular
這就是為什麼淡江沒有生物學系,non-popular
B14 沒錯沒錯！！所以害我車子都不敢停太裡面 也不敢太早停 不然隔天早上大機率會被卡死==拔車拔到懷疑人生,non-popular
因為被以為有男友.救命，我想脫單好嘛??,popular
DONE,non-popular
燻到吧??,non-popular
北車有一間還不錯,non-popular
哈哈 大舅子客氣了,popular
是不是女生很正才不追究啊??,non-popular
她是我的坐騎,non-popular
好好笑??,non-popular
"看來你的夢想不會是文字工作者相關
 沒
 排版加油",non-popular
我,non-popular
有點實用,non-popular
"跟最近的動物園聯絡吧！
 可能是餵食的時候不小心讓他跑出來了",non-popular
希望校板多一點這種文章==,popular
這種問題一律建議棄修,non-popular
"老實說 與其拼命社交 不如試試看 
 每堂課都到課 每個作業都繳交 上課做筆記 回家複習 以上四點 天天做 重複做 持之以恆做
 雖然很很一般的事 但在大學能夠風雨無阻的做
 做到學期末 你會發現 你不知不覺就名列前茅了
 就算你不是學霸 你累積的也比其他人多很多
 

 

 之後分組的時候 自然有人圍過來你旁邊
 你不需要費盡心思交朋友",popular
抽卡都抽不到妹子,non-popular
"你想看看我褲子裡的雄鷹嗎？
 ??CLICK HERE??",popular
B3 防止玻璃心碎的貼心設計吧,non-popular
你把這幾個字打在Google上送出會比打在這邊更快獲得答案。,non-popular
"這學期遇到一個二
 國企系某個姓龔的
 大四還敢嗆碩二博三學姊
 把自己當神一樣指揮別人
 還把別人的東西都改掉，還要給他理由
 明明自己的東西超爛還敢檢討別人
 還說「我18:30要開會，再那之前回覆我，我會看一次line」
 擅自改題目還擅自當組長
 學姊做得超好然後他說喔你應該要用五力分析啊，你用那個怎樣怎樣一直歇斯底里
 我超級無敵想扁他，抑制不住黑色衝動
 最後教授同意拆組，可喜可賀",non-popular
"根據朋友的親身經驗：
 長的美，穿什麼都好
 長的不優，妳就算特地租禮服去
 也不會有人想跟你講話",popular
好久沒吃了 想念,non-popular
很早不就出院了，出院你還要知道人家在幹嘛喔？是不是喜歡人家,non-popular
跟我去,popular
B27 不然疫苗假要放著過年嗎，當然三天請好請滿??,non-popular
